ID,Year,Month,Day,num_of_shootings,cum_sum
1868,2017,3,22,5,659
1869,2017,3,23,7,666
1870,2017,3,24,13,679
1871,2017,3,25,8,687
1872,2017,3,26,12,699
1873,2017,3,27,7,706
1874,2017,3,28,4,710
1875,2017,3,29,7,717
1876,2017,3,30,16,733
1877,2017,3,31,2,735
1878,2017,4,1,9,744
1879,2017,4,2,14,758
1880,2017,4,3,4,762
1881,2017,4,4,11,773
1882,2017,4,5,10,783
1883,2017,4,6,7,790
1884,2017,4,7,9,799
1885,2017,4,8,11,810
1886,2017,4,9,16,826
1887,2017,4,10,15,841
1888,2017,4,11,15,856
1889,2017,4,12,9,865
1890,2017,4,13,7,872
1891,2017,4,14,8,880
1892,2017,4,15,21,901
1893,2017,4,16,17,918
1894,2017,4,17,11,929
1895,2017,4,18,15,944
1896,2017,4,19,4,948
1897,2017,4,20,5,953
1898,2017,4,21,10,963
1899,2017,4,22,17,980
1900,2017,4,23,14,994
1901,2017,4,24,15,1009
1902,2017,4,25,7,1016
1903,2017,4,26,8,1024
1904,2017,4,27,6,1030
1905,2017,4,28,8,1038
1906,2017,4,29,2,1040
1907,2017,4,30,14,1054
1908,2017,5,1,5,1059
1909,2017,5,2,8,1067
1910,2017,5,3,6,1073
1911,2017,5,4,2,1075
1912,2017,5,5,5,1080
1913,2017,5,6,7,1087
1914,2017,5,7,24,1111
1915,2017,5,8,3,1114
1916,2017,5,9,10,1124
1917,2017,5,10,5,1129
1918,2017,5,11,16,1145
1919,2017,5,12,10,1155
1920,2017,5,13,8,1163
1921,2017,5,14,11,1174
1922,2017,5,15,14,1188
1923,2017,5,16,17,1205
1924,2017,5,17,17,1222
1925,2017,5,18,11,1233
1926,2017,5,19,10,1243
1927,2017,5,20,16,1259
1928,2017,5,21,20,1279
1929,2017,5,22,7,1286
1930,2017,5,23,3,1289
1931,2017,5,24,9,1298
1932,2017,5,25,7,1305
1933,2017,5,26,6,1311
1934,2017,5,27,8,1319
1935,2017,5,28,15,1334
1936,2017,5,29,23,1357
1937,2017,5,30,15,1372
1938,2017,5,31,8,1380
1939,2017,6,1,10,1390
1940,2017,6,2,17,1407
1941,2017,6,3,11,1418
1942,2017,6,4,17,1435
1943,2017,6,5,6,1441
1944,2017,6,6,11,1452
1945,2017,6,7,12,1464
1946,2017,6,8,14,1478
1947,2017,6,9,4,1482
1948,2017,6,10,8,1490
1949,2017,6,11,33,1523
1950,2017,6,12,12,1535
1951,2017,6,13,8,1543
1952,2017,6,14,5,1548
1953,2017,6,15,12,1560
1954,2017,6,16,20,1580
1955,2017,6,17,22,1602
1956,2017,6,18,21,1623
1957,2017,6,19,11,1634
1958,2017,6,20,8,1642
1959,2017,6,21,3,1645
