YEAR,MONTH,DAY,NUM_OF_INCIDENTS,CUMULATIVE_SUM,ID
2015,11,18,3,2688,1378
2015,11,19,4,2692,1379
2015,11,20,4,2696,1380
2015,11,21,4,2700,1381
2015,11,22,1,2701,1382
2015,11,23,7,2708,1383
2015,11,24,5,2713,1384
2015,11,25,7,2720,1385
2015,11,26,4,2724,1386
2015,11,27,5,2729,1387
2015,11,28,4,2733,1388
2015,11,29,11,2744,1389
2015,11,30,5,2749,1390
2015,12,1,11,2760,1391
2015,12,2,4,2764,1392
2015,12,3,6,2770,1393
2015,12,4,8,2778,1394
2015,12,5,8,2786,1395
2015,12,6,9,2795,1396
2015,12,7,2,2797,1397
2015,12,8,11,2808,1398
2015,12,9,3,2811,1399
2015,12,10,1,2812,1400
2015,12,11,6,2818,1401
2015,12,12,14,2832,1402
2015,12,13,11,2843,1403
2015,12,14,16,2859,1404
2015,12,15,2,2861,1405
2015,12,16,11,2872,1406
2015,12,17,9,2881,1407
2015,12,18,5,2886,1408
2015,12,19,11,2897,1409
2015,12,20,8,2905,1410
2015,12,21,4,2909,1411
2015,12,22,9,2918,1412
2015,12,23,7,2925,1413
2015,12,24,5,2930,1414
2015,12,25,12,2942,1415
2015,12,26,5,2947,1416
2015,12,27,9,2956,1417
2015,12,28,3,2959,1418
2015,12,29,9,2968,1419
2015,12,30,6,2974,1420
2015,12,31,7,2981,1421
2016,1,1,17,17,1422
2016,1,2,9,26,1423
2016,1,3,14,40,1424
2016,1,4,6,46,1425
2016,1,5,12,58,1426
2016,1,6,9,67,1427
2016,1,7,12,79,1428
2016,1,8,18,97,1429
2016,1,9,13,110,1430
2016,1,10,11,121,1431
2016,1,11,6,127,1432
2016,1,12,11,138,1433
2016,1,13,8,146,1434
2016,1,14,6,152,1435
2016,1,15,5,157,1436
2016,1,16,19,176,1437
2016,1,17,7,183,1438
2016,1,18,4,187,1439
2016,1,19,9,196,1440
2016,1,20,4,200,1441
2016,1,21,8,208,1442
2016,1,22,8,216,1443
2016,1,23,17,233,1444
2016,1,24,1,234,1445
2016,1,25,17,251,1446
2016,1,26,4,255,1447
2016,1,27,6,261,1448
2016,1,28,6,267,1449
2016,1,29,8,275,1450
2016,1,30,11,286,1451
2016,1,31,11,297,1452
2016,2,1,6,303,1453
2016,2,2,7,310,1454
2016,2,3,2,312,1455
2016,2,4,7,319,1456
2016,2,5,5,324,1457
2016,2,6,7,331,1458
2016,2,7,12,343,1459
2016,2,8,5,348,1460
2016,2,9,3,351,1461
2016,2,10,1,352,1462
2016,2,11,8,360,1463
2016,2,12,3,363,1464
2016,2,13,7,370,1465
2016,2,14,10,380,1466
2016,2,15,4,384,1467
2016,2,16,11,395,1468
2016,2,17,4,399,1469
2016,2,18,5,404,1470
2016,2,19,6,410,1471
2016,2,20,16,426,1472
2016,2,21,12,438,1473
2016,2,22,5,443,1474
2016,2,23,6,449,1475
2016,2,24,6,455,1476
2016,2,25,3,458,1477
2016,2,26,8,466,1478
2016,2,27,13,479,1479
2016,2,28,7,486,1480
2016,2,29,3,489,1481
2016,3,1,7,496,1482
2016,3,2,12,508,1483
2016,3,3,4,512,1484
2016,3,4,8,520,1485
2016,3,5,5,525,1486
2016,3,6,5,530,1487
2016,3,7,9,539,1488
2016,3,8,18,557,1489
2016,3,9,11,568,1490
2016,3,10,4,572,1491
2016,3,11,13,585,1492
2016,3,12,12,597,1493
2016,3,13,7,604,1494
2016,3,14,12,616,1495
2016,3,15,12,628,1496
2016,3,16,9,637,1497
2016,3,17,15,652,1498
2016,3,18,16,668,1499
2016,3,19,8,676,1500
2016,3,20,11,687,1501
2016,3,21,19,706,1502
2016,3,22,12,718,1503
2016,3,23,8,726,1504
2016,3,24,4,730,1505
2016,3,25,16,746,1506
2016,3,26,13,759,1507
2016,3,27,13,772,1508
2016,3,28,8,780,1509
2016,3,29,8,788,1510
2016,3,30,15,803,1511
2016,3,31,15,818,1512
2016,4,1,8,826,1513
2016,4,2,14,840,1514
2016,4,3,13,853,1515
2016,4,4,8,861,1516
2016,4,5,7,868,1517
2016,4,6,7,875,1518
2016,4,7,15,890,1519
2016,4,8,4,894,1520
2016,4,9,3,897,1521
2016,4,10,9,906,1522
2016,4,11,7,913,1523
2016,4,12,6,919,1524
2016,4,13,11,930,1525
2016,4,14,8,938,1526
2016,4,15,8,946,1527
2016,4,16,9,955,1528
2016,4,17,19,974,1529
2016,4,18,7,981,1530
2016,4,19,16,997,1531
2016,4,20,16,1013,1532
2016,4,21,17,1030,1533
2016,4,22,4,1034,1534
2016,4,23,20,1054,1535
2016,4,24,21,1075,1536
2016,4,25,16,1091,1537
2016,4,26,8,1099,1538
2016,4,27,4,1103,1539
2016,4,28,4,1107,1540
2016,4,29,8,1115,1541
2016,4,30,14,1129,1542
2016,5,1,11,1140,1543
2016,5,2,10,1150,1544
2016,5,3,18,1168,1545
2016,5,4,5,1173,1546
2016,5,5,6,1179,1547
2016,5,6,20,1199,1548
2016,5,7,25,1224,1549
2016,5,8,15,1239,1550
2016,5,9,10,1249,1551
2016,5,10,5,1254,1552
2016,5,11,19,1273,1553
2016,5,12,6,1279,1554
2016,5,13,9,1288,1555
2016,5,14,9,1297,1556
2016,5,15,8,1305,1557
2016,5,16,11,1316,1558
2016,5,17,12,1328,1559
2016,5,18,19,1347,1560
2016,5,19,10,1357,1561
2016,5,20,13,1370,1562
2016,5,21,21,1391,1563
2016,5,22,14,1405,1564
2016,5,23,11,1416,1565
2016,5,24,8,1424,1566
2016,5,25,11,1435,1567
2016,5,26,12,1447,1568
2016,5,27,12,1459,1569
2016,5,28,30,1489,1570
2016,5,29,18,1507,1571
2016,5,30,14,1521,1572
2016,5,31,16,1537,1573
2016,6,1,12,1549,1574
2016,6,2,8,1557,1575
2016,6,3,16,1573,1576
2016,6,4,15,1588,1577
2016,6,5,11,1599,1578
2016,6,6,13,1612,1579
2016,6,7,3,1615,1580
2016,6,8,11,1626,1581
2016,6,9,14,1640,1582
2016,6,10,17,1657,1583
2016,6,11,13,1670,1584
2016,6,12,17,1687,1585
2016,6,13,25,1712,1586
2016,6,14,11,1723,1587
2016,6,15,12,1735,1588
2016,6,16,14,1749,1589
2016,6,17,13,1762,1590
2016,6,18,27,1789,1591
2016,6,19,18,1807,1592
2016,6,20,12,1819,1593
2016,6,21,9,1828,1594
2016,6,22,17,1845,1595
2016,6,23,9,1854,1596
2016,6,24,10,1864,1597
2016,6,25,28,1892,1598
2016,6,26,21,1913,1599
2016,6,27,16,1929,1600
2016,6,28,14,1943,1601
2016,6,29,17,1960,1602
2016,6,30,21,1981,1603
2016,7,1,11,1992,1604
2016,7,2,9,2001,1605
2016,7,3,14,2015,1606
2016,7,4,20,2035,1607
2016,7,5,26,2061,1608
2016,7,6,13,2074,1609
2016,7,7,6,2080,1610
2016,7,8,12,2092,1611
2016,7,9,21,2113,1612
2016,7,10,10,2123,1613
2016,7,11,13,2136,1614
2016,7,12,12,2148,1615
2016,7,13,7,2155,1616
2016,7,14,6,2161,1617
2016,7,15,10,2171,1618
2016,7,16,20,2191,1619
2016,7,17,32,2223,1620
2016,7,18,14,2237,1621
2016,7,19,11,2248,1622
2016,7,20,13,2261,1623
2016,7,21,17,2278,1624
2016,7,22,10,2288,1625
2016,7,23,18,2306,1626
2016,7,24,12,2318,1627
2016,7,25,19,2337,1628
2016,7,26,9,2346,1629
2016,7,27,7,2353,1630
2016,7,28,14,2367,1631
2016,7,29,12,2379,1632
2016,7,30,20,2399,1633
2016,7,31,23,2422,1634
2016,8,1,14,2436,1635
2016,8,2,8,2444,1636
2016,8,3,11,2455,1637
2016,8,4,10,2465,1638
2016,8,5,16,2481,1639
2016,8,6,21,2502,1640
2016,8,7,16,2518,1641
2016,8,8,22,2540,1642
2016,8,9,19,2559,1643
2016,8,10,10,2569,1644
2016,8,11,17,2586,1645
2016,8,12,11,2597,1646
2016,8,13,16,2613,1647
2016,8,14,22,2635,1648
2016,8,15,13,2648,1649
2016,8,16,13,2661,1650
2016,8,17,9,2670,1651
2016,8,18,10,2680,1652
2016,8,19,10,2690,1653
2016,8,20,20,2710,1654
2016,8,21,29,2739,1655
2016,8,22,6,2745,1656
2016,8,23,16,2761,1657
2016,8,24,12,2773,1658
2016,8,25,12,2785,1659
2016,8,26,13,2798,1660
2016,8,27,23,2821,1661
2016,8,28,32,2853,1662
2016,8,29,14,2867,1663
2016,8,30,15,2882,1664
2016,8,31,15,2897,1665
2016,9,1,10,2907,1666
2016,9,2,9,2916,1667
2016,9,3,16,2932,1668
2016,9,4,10,2942,1669
2016,9,5,31,2973,1670
2016,9,6,12,2985,1671
2016,9,7,6,2991,1672
2016,9,8,6,2997,1673
2016,9,9,10,3007,1674
2016,9,10,14,3021,1675
2016,9,11,17,3038,1676
2016,9,12,9,3047,1677
2016,9,13,7,3054,1678
2016,9,14,3,3057,1679
2016,9,15,8,3065,1680
2016,9,16,6,3071,1681
2016,9,17,16,3087,1682
2016,9,18,21,3108,1683
2016,9,19,10,3118,1684
2016,9,20,7,3125,1685
2016,9,21,17,3142,1686
2016,9,22,10,3152,1687
2016,9,23,14,3166,1688
2016,9,24,23,3189,1689
2016,9,25,18,3207,1690
2016,9,26,11,3218,1691
2016,9,27,7,3225,1692
2016,9,28,7,3232,1693
2016,9,29,11,3243,1694
2016,9,30,9,3252,1695
2016,10,1,28,3280,1696
2016,10,2,7,3287,1697
2016,10,3,10,3297,1698
2016,10,4,6,3303,1699
2016,10,5,12,3315,1700
2016,10,6,7,3322,1701
2016,10,7,11,3333,1702
2016,10,8,14,3347,1703
2016,10,9,18,3365,1704
2016,10,10,22,3387,1705
2016,10,11,14,3401,1706
2016,10,12,10,3411,1707
2016,10,13,11,3422,1708
2016,10,14,18,3440,1709
2016,10,15,17,3457,1710
2016,10,16,17,3474,1711
2016,10,17,12,3486,1712
2016,10,18,11,3497,1713
2016,10,19,14,3511,1714
2016,10,20,9,3520,1715
2016,10,21,4,3524,1716
2016,10,22,16,3540,1717
2016,10,23,21,3561,1718
2016,10,24,12,3573,1719
2016,10,25,7,3580,1720
2016,10,26,4,3584,1721
2016,10,27,11,3595,1722
2016,10,28,18,3613,1723
2016,10,29,27,3640,1724
2016,10,30,21,3661,1725
2016,10,31,18,3679,1726
2016,11,1,18,3697,1727
2016,11,2,15,3712,1728
2016,11,3,21,3733,1729
2016,11,4,20,3753,1730
2016,11,5,24,3777,1731
2016,11,6,17,3794,1732
2016,11,7,16,3810,1733
2016,11,8,7,3817,1734
2016,11,9,14,3831,1735
2016,11,10,12,3843,1736
2016,11,11,4,3847,1737
2016,11,12,16,3863,1738
2016,11,13,19,3882,1739
2016,11,14,6,3888,1740
2016,11,15,6,3894,1741
2016,11,16,9,3903,1742
2016,11,17,11,3914,1743
2016,11,18,13,3927,1744
2016,11,19,10,3937,1745
2016,11,20,9,3946,1746
2016,11,21,8,3954,1747
2016,11,22,9,3963,1748
2016,11,23,10,3973,1749
2016,11,24,12,3985,1750
2016,11,25,9,3994,1751
2016,11,26,21,4015,1752
2016,11,27,22,4037,1753
2016,11,28,15,4052,1754
2016,11,29,13,4065,1755
2016,11,30,8,4073,1756
2016,12,1,13,4086,1757
2016,12,2,10,4096,1758
2016,12,3,15,4111,1759
2016,12,4,12,4123,1760
2016,12,5,4,4127,1761
2016,12,6,12,4139,1762
2016,12,7,8,4147,1763
2016,12,8,7,4154,1764
2016,12,9,7,4161,1765
2016,12,10,4,4165,1766
2016,12,11,6,4171,1767
2016,12,12,6,4177,1768
2016,12,13,6,4183,1769
2016,12,14,4,4187,1770
2016,12,15,4,4191,1771
2016,12,16,18,4209,1772
2016,12,17,15,4224,1773
2016,12,18,9,4233,1774
2016,12,19,5,4238,1775
2016,12,20,7,4245,1776
2016,12,21,4,4249,1777
2016,12,22,9,4258,1778
2016,12,23,13,4271,1779
2016,12,24,17,4288,1780
2016,12,25,16,4304,1781
2016,12,26,17,4321,1782
2016,12,27,5,4326,1783
2016,12,28,11,4337,1784
2016,12,29,8,4345,1785
2016,12,30,10,4355,1786
2016,12,31,13,4368,1787
2017,1,1,29,29,1788
2017,1,2,10,39,1789
2017,1,3,15,54,1790
2017,1,4,2,56,1791
2017,1,5,3,59,1792
2017,1,6,6,65,1793
2017,1,7,4,69,1794
2017,1,8,3,72,1795
2017,1,9,7,79,1796
2017,1,10,5,84,1797
2017,1,11,15,99,1798
2017,1,12,4,103,1799
2017,1,13,6,109,1800
2017,1,14,12,121,1801
2017,1,15,14,135,1802
2017,1,16,10,145,1803
2017,1,17,14,159,1804
2017,1,18,6,165,1805
2017,1,19,10,175,1806
2017,1,20,11,186,1807
2017,1,21,25,211,1808
2017,1,22,19,230,1809
2017,1,23,15,245,1810
2017,1,24,6,251,1811
2017,1,25,15,266,1812
2017,1,26,3,269,1813
2017,1,27,6,275,1814
2017,1,28,15,290,1815
2017,1,29,6,296,1816
2017,1,30,10,306,1817
2017,1,31,6,312,1818
2017,2,1,8,320,1819
2017,2,2,6,326,1820
2017,2,3,8,334,1821
2017,2,4,7,341,1822
2017,2,5,9,350,1823
2017,2,6,9,359,1824
2017,2,7,10,369,1825
2017,2,8,2,371,1826
2017,2,9,3,374,1827
2017,2,10,7,381,1828
2017,2,11,11,392,1829
2017,2,12,12,404,1830
2017,2,13,6,410,1831
2017,2,14,13,423,1832
2017,2,15,10,433,1833
2017,2,16,5,438,1834
2017,2,17,7,445,1835
2017,2,18,15,460,1836
2017,2,19,9,469,1837
2017,2,20,9,478,1838
2017,2,21,5,483,1839
2017,2,22,13,496,1840
2017,2,23,2,498,1841
2017,2,24,1,499,1842
2017,2,25,12,511,1843
2017,2,26,3,514,1844
2017,2,27,3,517,1845
2017,2,28,8,525,1846
2017,3,1,1,526,1847
2017,3,2,4,530,1848
2017,3,3,3,533,1849
2017,3,4,7,540,1850
2017,3,5,11,551,1851
2017,3,6,9,560,1852
2017,3,7,16,576,1853
2017,3,8,4,580,1854
2017,3,9,4,584,1855
2017,3,10,9,593,1856
2017,3,11,10,603,1857
2017,3,12,6,609,1858
2017,3,13,5,614,1859
2017,3,14,1,615,1860
2017,3,15,3,618,1861
2017,3,16,5,623,1862
2017,3,17,9,632,1863
2017,3,18,8,640,1864
2017,3,19,6,646,1865
2017,3,20,6,652,1866
2017,3,21,2,654,1867
2017,3,22,5,659,1868
2017,3,23,7,666,1869
2017,3,24,13,679,1870
2017,3,25,8,687,1871
2017,3,26,12,699,1872
2017,3,27,7,706,1873
2017,3,28,4,710,1874
2017,3,29,7,717,1875
2017,3,30,16,733,1876
2017,3,31,2,735,1877
2017,4,1,9,744,1878
2017,4,2,14,758,1879
2017,4,3,4,762,1880
2017,4,4,11,773,1881
2017,4,5,10,783,1882
2017,4,6,7,790,1883
2017,4,7,9,799,1884
2017,4,8,11,810,1885
2017,4,9,16,826,1886
2017,4,10,15,841,1887
2017,4,11,15,856,1888
2017,4,12,9,865,1889
2017,4,13,7,872,1890
2017,4,14,8,880,1891
2017,4,15,21,901,1892
2017,4,16,17,918,1893
2017,4,17,11,929,1894
2017,4,18,15,944,1895
2017,4,19,4,948,1896
2017,4,20,5,953,1897
2017,4,21,10,963,1898
2017,4,22,17,980,1899
2017,4,23,14,994,1900
2017,4,24,15,1009,1901
2017,4,25,7,1016,1902
2017,4,26,8,1024,1903
2017,4,27,6,1030,1904
2017,4,28,8,1038,1905
2017,4,29,2,1040,1906
2017,4,30,14,1054,1907
2017,5,1,5,1059,1908
2017,5,2,8,1067,1909
2017,5,3,6,1073,1910
2017,5,4,2,1075,1911
2017,5,5,5,1080,1912
2017,5,6,7,1087,1913
2017,5,7,25,1112,1914
2017,5,8,3,1115,1915
2017,5,9,10,1125,1916
2017,5,10,5,1130,1917
2017,5,11,16,1146,1918
2017,5,12,10,1156,1919
2017,5,13,8,1164,1920
2017,5,14,11,1175,1921
2017,5,15,14,1189,1922
2017,5,16,17,1206,1923
2017,5,17,17,1223,1924
2017,5,18,11,1234,1925
2017,5,19,10,1244,1926
2017,5,20,17,1261,1927
2017,5,21,20,1281,1928
2017,5,22,7,1288,1929
2017,5,23,3,1291,1930
2017,5,24,9,1300,1931
2017,5,25,7,1307,1932
2017,5,26,6,1313,1933
2017,5,27,8,1321,1934
2017,5,28,17,1338,1935
2017,5,29,23,1361,1936
2017,5,30,15,1376,1937
2017,5,31,8,1384,1938
2017,6,1,10,1394,1939
2017,6,2,16,1410,1940
2017,6,3,10,1420,1941
2017,6,4,18,1438,1942
2017,6,5,7,1445,1943
2017,6,6,11,1456,1944
2017,6,7,12,1468,1945
2017,6,8,14,1482,1946
2017,6,9,4,1486,1947
2017,6,10,8,1494,1948
2017,6,11,32,1526,1949
2017,6,12,14,1540,1950
2017,6,13,8,1548,1951
2017,6,14,5,1553,1952
2017,6,15,12,1565,1953
2017,6,16,20,1585,1954
2017,6,17,22,1607,1955
2017,6,18,21,1628,1956
2017,6,19,11,1639,1957
2017,6,20,8,1647,1958
2017,6,21,11,1658,1959
2017,6,22,10,1668,1960
2017,6,23,15,1683,1961
2017,6,24,19,1702,1962
2017,6,25,15,1717,1963
2017,6,26,15,1732,1964
2017,6,27,17,1749,1965
2017,6,28,12,1761,1966
2017,6,29,7,1768,1967
2017,6,30,19,1787,1968
2017,7,1,16,1803,1969
2017,7,2,21,1824,1970
2017,7,3,9,1833,1971
2017,7,4,21,1854,1972
2017,7,5,24,1878,1973
2017,7,6,11,1889,1974
2017,7,7,8,1897,1975
2017,7,8,14,1911,1976
2017,7,9,20,1931,1977
2017,7,10,13,1944,1978
2017,7,11,4,1948,1979
2017,7,12,4,1952,1980
2017,7,13,20,1972,1981
2017,7,14,16,1988,1982
2017,7,15,25,2013,1983
2017,7,16,14,2027,1984
2017,7,17,13,2040,1985
2017,7,18,8,2048,1986
2017,7,19,15,2063,1987
2017,7,20,9,2072,1988
2017,7,21,15,2087,1989
2017,7,22,11,2098,1990
2017,7,23,19,2117,1991
2017,7,24,8,2125,1992
2017,7,25,10,2135,1993
2017,7,26,9,2144,1994
2017,7,27,13,2157,1995
2017,7,28,17,2174,1996
2017,7,29,9,2183,1997
2017,7,30,14,2197,1998
2017,7,31,11,2208,1999
2017,8,1,13,2221,2000
2017,8,2,4,2225,2001
2017,8,3,6,2231,2002
2017,8,4,9,2240,2003
2017,8,5,9,2249,2004
2017,8,6,14,2263,2005
2017,8,7,6,2269,2006
2017,8,8,12,2281,2007
2017,8,9,8,2289,2008
2017,8,10,5,2294,2009
2017,8,11,7,2301,2010
2017,8,12,12,2313,2011
2017,8,13,24,2337,2012
2017,8,14,11,2348,2013
2017,8,15,10,2358,2014
2017,8,16,10,2368,2015
2017,8,17,8,2376,2016
2017,8,18,10,2386,2017
2017,8,19,24,2410,2018
2017,8,20,31,2441,2019
2017,8,21,4,2445,2020
2017,8,22,7,2452,2021
2017,8,23,13,2465,2022
2017,8,24,5,2470,2023
2017,8,25,7,2477,2024
2017,8,26,15,2492,2025
2017,8,27,12,2504,2026
2017,8,28,5,2509,2027
2017,8,29,8,2517,2028
2017,8,30,13,2530,2029
2017,8,31,12,2542,2030
2017,9,1,9,2551,2031
2017,9,2,10,2561,2032
2017,9,3,16,2577,2033
2017,9,4,14,2591,2034
2017,9,5,7,2598,2035
2017,9,6,11,2609,2036
2017,9,7,7,2616,2037
2017,9,8,7,2623,2038
2017,9,9,18,2641,2039
2017,9,10,16,2657,2040
2017,9,11,6,2663,2041
2017,9,12,9,2672,2042
2017,9,13,6,2678,2043
2017,9,14,5,2683,2044
2017,9,15,15,2698,2045
2017,9,16,13,2711,2046
2017,9,17,17,2728,2047
2017,9,18,6,2734,2048
2017,9,19,12,2746,2049
2017,9,20,6,2752,2050
2017,9,21,11,2763,2051
2017,9,22,9,2772,2052
2017,9,23,18,2790,2053
2017,9,24,15,2805,2054
2017,9,25,9,2814,2055
2017,9,26,7,2821,2056
2017,9,27,14,2835,2057
2017,9,28,9,2844,2058
2017,9,29,17,2861,2059
2017,9,30,9,2870,2060
2017,10,1,12,2882,2061
2017,10,2,9,2891,2062
2017,10,3,10,2901,2063
2017,10,4,12,2913,2064
2017,10,5,7,2920,2065
2017,10,6,17,2937,2066
2017,10,7,10,2947,2067
2017,10,8,16,2963,2068
2017,10,9,10,2973,2069
2017,10,10,6,2979,2070
2017,10,11,7,2986,2071
2017,10,12,8,2994,2072
2017,10,13,11,3005,2073
2017,10,14,5,3010,2074
2017,10,15,8,3018,2075
2017,10,16,7,3025,2076
2017,10,17,9,3034,2077
2017,10,18,2,3036,2078
2017,10,19,5,3041,2079
2017,10,20,8,3049,2080
2017,10,21,18,3067,2081
2017,10,22,7,3074,2082
2017,10,23,9,3083,2083
2017,10,24,6,3089,2084
2017,10,25,4,3093,2085
2017,10,26,14,3107,2086
2017,10,27,9,3116,2087
2017,10,28,12,3128,2088
2017,10,29,8,3136,2089
2017,10,30,1,3137,2090
2017,10,31,10,3147,2091
2017,11,1,9,3156,2092
2017,11,2,6,3162,2093
2017,11,3,5,3167,2094
2017,11,4,15,3182,2095
2017,11,5,9,3191,2096
2017,11,6,6,3197,2097
2017,11,7,4,3201,2098
2017,11,8,6,3207,2099
2017,11,9,3,3210,2100
2017,11,10,8,3218,2101
2017,11,11,5,3223,2102
2017,11,12,7,3230,2103
2017,11,13,8,3238,2104
2017,11,14,5,3243,2105
2017,11,15,6,3249,2106
2017,11,16,7,3256,2107
2017,11,17,1,3257,2108
2017,11,18,4,3261,2109
2017,11,19,6,3267,2110
2017,11,20,7,3274,2111
2017,11,21,3,3277,2112
2017,11,22,5,3282,2113
2017,11,23,7,3289,2114
2017,11,24,11,3300,2115
2017,11,25,13,3313,2116
2017,11,26,9,3322,2117
